Date,CPIAUCSL,UNRATE,FEDFUNDS,INDPRO,Inflation_MoM,Inflation_YoY,IP_MoM,News_Sentiment,Article_Count
2020-08-01,259.316,8.4,0.1,95.9549,0.3731343283582156,1.2810698495523853,0.9779469953359987,-0.001682967322671579,144.0
2020-09-01,259.997,7.8,0.09,95.9669,0.2626139536318739,1.3910228912373812,0.0125058751559326,-0.18184198371928512,149.0
2020-10-01,260.319,6.9,0.09,96.7394,0.1238475828567287,1.2303863428671624,0.8049650452395696,-0.16948804991347166,204.0
2020-11-01,260.911,6.7,0.09,97.0816,0.2274132890799363,1.1757452138405844,0.3537338457753503,0.012891636093092318,187.0
2020-12-01,262.045,6.7,0.09,98.363,0.4346309661148906,1.3204191315779434,1.319920561671828,0.04444278150716899,163.0
2021-01-01,262.687,6.4,0.09,98.8822,0.24499608845809373,1.3738437137002402,0.5278407531287055,-0.08648977473871233,204.0
2021-02-01,263.579,6.2,0.08,95.6149,0.33956762230333837,1.6698167791706853,-3.3042347358776314,-0.018391867439546003,230.0
2021-03-01,264.961,6.1,0.07,98.3856,0.524320981565296,2.6678187820641908,2.8977701174189185,0.06734292471404274,163.0
2021-04-01,266.614,6.1,0.07,98.5587,0.6238653990587206,4.133077115360573,0.17594038151924618,-0.14041104764755738,286.0
2021-05-01,268.383,5.8,0.06,99.4333,0.6635060424433847,4.918257089467626,0.8873899513690775,-0.29914274510837674,197.0
2021-06-01,270.654,5.9,0.08,99.7987,0.8461787818155431,5.295632620349999,0.3674825234604384,-0.09415684530059949,165.0
2021-07-01,271.903,5.4,0.1,100.2519,0.4614747980816958,5.245169381309234,0.4541141317472075,-0.17505008520543147,243.0
2021-08-01,272.676,5.1,0.09,100.0437,0.2842925602144719,5.152015301793966,-0.2076768619846625,-0.04986837623744375,180.0
2021-09-01,273.91,4.7,0.08,98.8579,0.4525517463950024,5.351215590949132,-1.1852820317521218,-0.1991957558446654,124.0
2021-10-01,276.55,4.5,0.08,100.1861,0.9638202329232071,6.235042390298062,1.3435446231408799,-0.17768835133694588,235.0
2021-11-01,278.919,4.1,0.08,100.8654,0.8566262881938069,6.901970403700863,0.678038170963835,0.029205978474285653,228.0
2021-12-01,280.845,3.9,0.08,100.5726,0.6905230550805275,7.174340285065539,-0.2902878489551397,-0.023790920694345536,142.0
2022-01-01,282.543,4.0,0.08,100.1856,0.6046039630400957,7.558805726967832,-0.3847966543571557,-0.25755730999165954,227.0
2022-02-01,284.5,3.9,0.08,100.8064,0.6926379347568234,7.937278766517819,0.6196499297304259,-0.29559698762486863,276.0
2022-03-01,287.674,3.7,0.2,101.3907,1.115641476274165,8.572204966013853,0.5796258967684542,-0.13831271771825365,154.0
2022-04-01,288.561,3.7,0.33,101.44,0.30833512934780316,8.231750770777225,0.0486237889668395,-0.3616235225702157,383.0
2022-05-01,291.298,3.6,0.77,101.3335,0.9484996239963239,8.538171195642065,-0.10498817034699792,-0.4166257285996978,381.0
2022-06-01,294.957,3.6,1.21,101.018,1.2561019986405686,8.979361103105798,-0.31134817212471466,-0.18821056356999832,156.0
2022-07-01,294.913,3.5,1.68,101.223,-0.014917428642136077,8.462576727730099,0.2029341305509913,-0.37528676703557606,381.0
2022-08-01,295.097,3.6,2.33,101.0963,0.062391281496565476,8.222579178218826,-0.12516918091738383,-0.3844387938556139,327.0
2022-09-01,296.349,3.5,2.56,101.2918,0.42426727482827165,8.192106896425821,0.19337997533044327,-0.1792849104187993,153.0
2022-10-01,298.007,3.6,3.08,101.2529,0.5594754832984217,7.758813957693,-0.03840389843995373,-0.20010441039832166,260.0
2022-11-01,298.786,3.6,3.78,100.9552,0.2614032556282231,7.122856456533988,-0.29401627015126497,-0.3177240338059631,263.0
2022-12-01,298.832,3.5,4.1,99.7664,0.01539563433359259,6.404600402357152,-1.1775520230755787,-0.2668901303628791,163.0
2023-01-01,300.42,3.5,4.33,100.505,0.5314022594635093,6.327178517960097,0.7403294095005952,-0.3905026400506568,208.0
2023-02-01,301.45,3.6,4.57,100.6416,0.3428533386591992,5.957820738137087,0.13591363613749685,-0.2961221079047291,218.0
2023-03-01,301.821,3.5,4.65,101.0205,0.12307181953890023,4.917719362889961,0.3764844756045216,-0.1960465013413463,238.0
2023-04-01,302.845,3.4,4.83,101.253,0.3392739405144063,4.950079879124369,0.23015130592305422,-0.253936436522155,287.0
2023-05-01,303.334,3.6,5.06,100.9286,0.1614687381333635,4.131851231385042,-0.32038556882264535,-0.2052404345441199,272.0
2023-06-01,304.014,3.6,5.08,100.1196,0.224175331482801,3.070617072997095,-0.8015567440745164,0.02450577364848454,193.0
2023-07-01,304.609,3.5,5.12,100.9067,0.1957146710348745,3.287749268428297,0.786159752935478,-0.1297190340347183,92.0
